File,Club,Pitch,Code,Latitude,Longitude,Province,Country,Division,County,Directions,Twitter,Elevation,annual_rainfall,rain_days,crest_url
Ireland,Glenamaddy/Glinsk GAA,,,53.60575501,-8.55273103,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.60575501,-8.55273103",https://twitter.com/glinskgaa,84,1082.2,262,
Ireland,Glenbeigh-Glencar,PaÃ­rc na nGael,,52.058259,-9.936538,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.058259,-9.936538",https://twitter.com/gbeighgcargaa,28,1574.9,280,
Ireland,Glenbower Rovers,,,51.94039,-8.00263,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.94039,-8.00263",,19,1312,245,
Ireland,Glencar Manorhamilton GAA,Bee Park,,54.306763,-8.173863,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=54.306763,-8.173863",https://twitter.com/glencarmanorgaa,58,1493.5,296,
Ireland,Glenealy GAA,,,52.968941,-6.14517,Leinster,Ireland,Wicklow,Wicklow,"https://maps.google.com/?daddr=52.968941,-6.14517",,78,1016.2,239,https://www.oneills.com/media/catalog/category/Glenealy-GAA.png
Ireland,Glenfarne Kiltyclogher GAA,,,54.289418,-7.985399,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=54.289418,-7.985399",https://twitter.com/glenfarnekilty,69,1098.8,270,https://www.oneills.com/media/catalog/category/Glenfarne-Kiltyclogher-Icon-png.png
Ireland,Glenfin GAA,PÃ¡irc ThaobhÃ³ige,,54.824338,-7.923301,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=54.824338,-7.923301",https://twitter.com/glenfingaa,46,1083.468407,290,
Ireland,Glenflesk,,,52.014838,-9.362016,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.014838,-9.362016",https://twitter.com/glenfleskgaa,66,1563,271,https://www.oneills.com/media/catalog/category/Glenflesk-GAA-Banner-Icon.png
Ireland,Glengarriff,PÃ¡irc Garbh,,51.752941,-9.531458,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.752941,-9.531458",https://twitter.com/GlenGAA,41,1862.1,274,https://www.oneills.com/media/catalog/category/glengarriff-gaa.png
Ireland,Glenlara,,,52.206689,-9.110175,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=52.206689,-9.110175",,211,1162.2,257,
Ireland,Glenmore,,,52.350423,-7.026131,Leinster,Ireland,Kilkenny,Kilkenny,"https://maps.google.com/?daddr=52.350423,-7.026131",https://twitter.com/glenmoregaa,72,1231.1,239,
Ireland,Glenroe,,,52.323748,-8.412801,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.323748,-8.412801",https://twitter.com/glenroegaa,172,1163.9,269,
Ireland,Glenswilly GAA,PÃ¡irc Naomh Columba,,54.941201,-7.839139,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=54.941201,-7.839139",https://twitter.com/GaaGlenswilly,43,1048.973901,290,
Ireland,Glenville,,,52.0491,-8.423735,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=52.0491,-8.423735",https://twitter.com/glenvillegaa,168,1234,250,
Ireland,Glin,,,52.563879,-9.280769,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.563879,-9.280769",https://twitter.com/glingaa,52,1237.3,265,https://www.oneills.com/media/catalog/category/Scartaglin-GAA-Icon-png.png
Ireland,Glyde Rangers,PÃ¡irc Ui Taibh,,53.917454,-6.545497,Leinster,Ireland,Louth,Louth,"https://maps.google.com/?daddr=53.917454,-6.545497",https://twitter.com/glyderangersgaa,19,832.1,244,https://www.oneills.com/media/catalog/category/GabrielRangers-Banner.png
Ireland,Glynn-Barntown,,,52.374128,-6.569917,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.374128,-6.569917",https://twitter.com/glynnbarntown2,37,1110.6,248,
Ireland,Gneeveguilla,,,52.119719,-9.271893,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.119719,-9.271893",https://twitter.com/gneeveguillagaa,227,1289,267,
Australasia,Gold Coast Gaels,"Gaelic Park, Willawong",,-27.583878,152.99577,Queensland,Australia,Brisbane,Brisbane,"https://maps.google.com/?daddr=-27.583878,152.99577",,7,1555.561813,225,https://www.oneills.com/media/catalog/category/thurles-gaels-crest.png
Ireland,Golden/Kilfeacle,,,52.500306,-7.977773,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.500306,-7.977773",,71,1032.4,241,
Ireland,Goleen,,,51.498678,-9.718241,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.498678,-9.718241",,23,1354,247,
Ireland,Good Counsel GAA,,,53.335752,-6.306859,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.335752,-6.306859",https://twitter.com/goodcounselgaa,23,927.5,245,
Ireland,Gort GAA,,Hurling,53.04448,-8.83554,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.04448,-8.83554",https://twitter.com/GortGAA,33,1111.9,267,https://www.oneills.com/media/catalog/category/GORT-BANNER-CREST.png
Ireland,Gort na MÃ³na,PÃ¡irc Mhic Ionnrachtaigh,,54.5906,-5.995,Ulster,United Kingdom,Antrim,Antrim,"https://maps.google.com/?daddr=54.5906,-5.995",https://twitter.com/gortnamonaclg,102,977.478022,278,https://www.oneills.com/media/catalog/category/Gortin-New-BannerImage.png
Ireland,Gortletteragh  GAA,Pairc Gortleitreach,,53.88301,-7.781332,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=53.88301,-7.781332",https://twitter.com/gort_gaa,62,1059.5,273,https://www.oneills.com/media/catalog/category/gortletteraghgaaclub-19.png
Ireland,Gortnahoe-Glengoole,,,52.674159,-7.601641,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.674159,-7.601641",,140,933.9,249,
Europe,Gothenburg GAA,LÃ¤nsmansgÈ§rden,,57.7333596,11.8833961,Gothenburg,Sweden,Gothenburg,Sweden,"https://maps.google.com/?daddr=57.7333596,11.8833961",https://twitter.com/gothenburg_gaa,80,1081.462912,244,
Ireland,Gowna GAA,PÃ¡irc Loch Gamhna,,53.86601,-7.550067,Ulster,Ireland,Cavan,Cavan,"https://maps.google.com/?daddr=53.86601,-7.550067",https://twitter.com/GownaGFC,72,1012.774725,291,
Ireland,Gracefield,,,53.166078,-7.21698,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=53.166078,-7.21698",https://twitter.com/gracefield_gaa,69,863.8,253,
Ireland,Graignamanagh,,,52.545976,-6.9608,Leinster,Ireland,Kilkenny,Kilkenny,"https://maps.google.com/?daddr=52.545976,-6.9608",https://twitter.com/graiggaa,49,1031.4,254,https://www.oneills.com/media/catalog/category/Graignamanagh-Camogie-Club-Banner-Icon.png
Ireland,Graigue Ballycallan,Tom Ryall Park,,52.617875,-7.420821,Leinster,Ireland,Kilkenny,Kilkenny,"https://maps.google.com/?daddr=52.617875,-7.420821",https://twitter.com/graiguebcgaa,100,919.7,239,https://www.oneills.com/media/catalog/category/Graigueballycallan-GAA-Club-Banner-Icon.png
Ireland,Graiguecullen,Fr. Maher Park,,52.841881,-6.942296,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=52.841881,-6.942296",https://twitter.com/graiguegaa,54,877.2,242,https://www.oneills.com/media/catalog/category/Graiguecullen-GAAIconBanner2024.png
Ireland,Granagh/Ballingarry,,,52.472178,-8.858272,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.472178,-8.858272",https://twitter.com/gbgaaclublimk,101,1020.6,250,
Ireland,Grange,,,52.841736,-6.786701,Leinster,Ireland,Carlow,Carlow,"https://maps.google.com/?daddr=52.841736,-6.786701",https://twitter.com/grange_gaa,107,842.2,249,https://www.oneills.com/media/catalog/category/Stratford-Grangecon-GAA-Banner-Icon.png
Ireland,Grange,,,52.161714,-8.326866,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=52.161714,-8.326866",https://twitter.com/grange_gaa,59,1162.8,254,https://www.oneills.com/media/catalog/category/Stratford-Grangecon-GAA-Banner-Icon.png
Ireland,Grangemockler / Ballyneale,,,52.44451,-7.477753,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.44451,-7.477753",,155,989.5,245,
Ireland,Grangenolvin,,,52.966296,-6.954673,Leinster,Ireland,Kildare,Kildare,"https://maps.google.com/?daddr=52.966296,-6.954673",,61,904.2,245,
Great Britain,Granuaille,John Billham,,51.5747182,-0.301925,London,England,London,London,"https://maps.google.com/?daddr=51.5747182,-0.301925",,44,876.3008242,227,
Ireland,Grattan Ã“g,Dunbeggan,Football,53.693425,-7.817861,Leinster,Ireland,Longford,Longford,"https://maps.google.com/?daddr=53.693425,-7.817861",,52,969.8,271,https://www.oneills.com/media/catalog/category/Young-Grattans-ICON.png
USA,Greenville Gaels GAA,Valentine St,,34.8360194,-82.4220827,Southeast Division,United States,South Carolina,Southeast Division,"https://maps.google.com/?daddr=34.8360194,-82.4220827",,285,1046.936639,162,https://www.oneills.com/media/catalog/category/Belville-Gaels-GAAIconBanner2024.png
Australasia,Greenwood GFC,"Tom Bateman Reserve, Thornlie",,-32.055556,115.935925,Western Australia,Australia,Perth,Perth,"https://maps.google.com/?daddr=-32.055556,115.935925",,15,743.8379121,133,https://www.oneills.com/media/catalog/category/tyholland-gfc.png
Ireland,Grenagh,,,52.010784,-8.61323,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=52.010784,-8.61323",https://twitter.com/grenaghgaa,166,1307,247,https://www.oneills.com/media/catalog/category/Grenagh-GAA-Banner-Icon.png
Europe,Groningen Gaels,Sportpark het Noorden,,53.2405628,6.5563739,Groningen,Netherlands,Groningen,Netherlands,"https://maps.google.com/?daddr=53.2405628,6.5563739",,0,1003.449176,239,https://www.oneills.com/media/catalog/category/Letterkenny-Gaels-Crest.png
Great Britain,Guernsey Gaels GAA,Blanchelande College,,49.44281,-2.5854554,Guernsey,Channel Islands,Guernsey,Channel Islands,"https://maps.google.com/?daddr=49.44281,-2.5854554",https://twitter.com/gaaguernsey,78,894.9519231,243,https://www.oneills.com/media/catalog/category/Blackhall-Gaels.png
Ireland,Gusserane O'Rahillys GAA,Tom Somers Park,,52.308292,-6.855467,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.308292,-6.855467",https://twitter.com/gorahillys,58,1206.1,246,https://www.oneills.com/media/catalog/category/GUSSERANE-GAA-ICON.png
Europe,Gwened Vannes,Salle des Sports du Foso,,47.674836,-2.7716325,Vannes,France,Vannes,France,"https://maps.google.com/?daddr=47.674836,-2.7716325",,23,1270.07967,233,https://www.oneills.com/media/catalog/category/gwenedvannes_Artboard_13_copy_2.png
Ireland,Half Way House Bunclody,,,52.653368,-6.659245,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.653368,-6.659245",https://twitter.com/officialhwhbun,55,1065.1,252,https://www.oneills.com/media/catalog/category/galwaygfcboston.png
Great Britain,Halloway Gaels,Downhills Park,,51.5903851,-0.0918597,London,England,London,London,"https://maps.google.com/?daddr=51.5903851,-0.0918597",https://twitter.com/HollowayGaels,19,831.0769231,232,https://www.oneills.com/media/catalog/category/ernegaels-73_1.png
Europe,Hamburg GAA,Hamburg Stadtpark,,53.5928739,10.0178145,Hamburg,Germany,Hamburg,Germany,"https://maps.google.com/?daddr=53.5928739,10.0178145",,19,879.6098901,228,https://www.oneills.com/media/catalog/category/hamburg-gaa.png
Great Britain,Harlesden Harps,Shamrocks Sports Club,,51.5184108,-0.2693888,London,England,London,London,"https://maps.google.com/?daddr=51.5184108,-0.2693888",https://twitter.com/harlesden_harps,28,846.5192308,226,https://www.oneills.com/media/catalog/category/Loughbeg-Harps-Banner-Icon.png
Australasia,Harps,"Gaelic Park, Willawong",,-27.583878,152.99577,Queensland,Australia,Brisbane,Brisbane,"https://maps.google.com/?daddr=-27.583878,152.99577",,7,1555.561813,225,https://www.oneills.com/media/catalog/category/helsinkiharps.png
USA,Hartford GAA,Irish American Home Society,,41.709347,-72.5857178,Northeast Division,United States,Connecticut,Northeast Division,"https://maps.google.com/?daddr=41.709347,-72.585717",,29,1015.564738,173,https://www.oneills.com/media/catalog/category/Hartford-New-Crest-Icon.png
Ireland,Headford GAA,,,53.47319,-9.09659,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.47319,-9.09659",https://twitter.com/headfordgaaclub,16,1205.9,262,https://www.oneills.com/media/catalog/category/Headford-GAA-Banner.png
Ireland,"Heber McMahon's GAA, Brookeborough",Brookeborough GAA Grounds,,54.312959,-7.39369,Ulster,United Kingdom,Fermanagh,Fermanagh,"https://maps.google.com/?daddr=54.312959,-7.39369",,129,1141.326923,297,https://www.oneills.com/media/catalog/category/brookeborough-gac_1.png
Europe,Helsinki Harps GAA,Tali Jalkapallohalli,,60.2140625,24.8681897,Helsinki,Finland,Helsinki,Finland,"https://maps.google.com/?daddr=60.2140625,24.8681897",https://twitter.com/helsinkiharps,0,825.0604396,231,https://www.oneills.com/media/catalog/category/HARPS_GAA_ICON.png
Europe,Helsinki Harps GAA,TÃ¶Ã¶lÃ¶n PallokenttÃ¤ (Nordic Champ),,60.186409,24.9239626,Helsinki,Finland,Helsinki,Finland,"https://maps.google.com/?daddr=60.186409,24.9239626",https://twitter.com/helsinkiharps,0,793.9752747,223,https://www.oneills.com/media/catalog/category/HARPS_GAA_ICON.png
Ireland,"Henry Joy McCracken's GAA, Moneymore",McCracken Park,,54.690527,-6.659844,Ulster,United Kingdom,Derry,Derry,"https://maps.google.com/?daddr=54.690527,-6.659844",,91,1008.763736,292,https://www.oneills.com/media/catalog/category/JAMESJOYCEGFC-BANNER-IMAGE.png
Ireland,Hollymount/Carramore GAA,Hollymount,,53.6611,-9.11696,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.6611,-9.11696",https://twitter.com/holly_carragaa,36,1229.1,264,
Ireland,Hollymount/Carramore GAA,Carramore,,53.6863,-9.0846,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.6863,-9.0846",https://twitter.com/holly_carragaa,44,1229.1,264,
Ireland,Hollywood GAA,,,53.090296,-6.611487,Leinster,Ireland,Wicklow,Wicklow,"https://maps.google.com/?daddr=53.090296,-6.611487",https://twitter.com/hollywoodgaa,178,1034.7,268,https://www.oneills.com/media/catalog/category/hollywoodnew22IconBanner2022.png
Ireland,Holycross/Ballycahill,St. Michael's GAA Park,,52.648559,-7.876497,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.648559,-7.876497",,93,913.3,252,
Ireland,Holycross/Ballycahill,Ballycahill,,52.688162,-7.910431,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.688162,-7.910431",,113,914.4,244,
Asia,Hong Kong GAA,Happy Valley,,22.274444,114.1816564,Hong Kong,China,Hong Kong,China,"https://maps.google.com/?daddr=22.2744444,114.181656",https://twitter.com/hk_gaa,8,2542.26511,246,
Ireland,Horeswood GAA,,,52.311469,-6.957618,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.311469,-6.957618",https://twitter.com/horeswoodgaa,52,1231.1,239,
Ireland,Hospital/Herbertstown,St. John's Park,,52.477125,-8.434391,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.477125,-8.434391",https://twitter.com/hhgaa,86,1037.6,258,
USA,Houston Gaels,Memorial Park,,29.7759195,-95.4331511,Southwest Division,United States,Texas,Southwest Division,"https://maps.google.com/?daddr=29.7759195,-95.4331511",https://twitter.com/houstongaels,28,1926.757576,212,https://www.oneills.com/media/catalog/category/southafricagaels_1.png
Great Britain,Hugh O'Neills,Temple Newsam Park,,53.786852,-1.4598602,Yorkshire,England,Leeds,Yorkshire,"https://maps.google.com/?daddr=53.786852,-1.4598602",,81,860.2568681,240,https://www.oneills.com/media/catalog/category/HUGHONEILLS-ICON-2020.png
Ireland,Hunterstown Rovers,PÃ¡irc Baile Fiach,,53.825563,-6.531357,Leinster,Ireland,Louth,Louth,"https://maps.google.com/?daddr=53.825563,-6.531357",https://twitter.com/hunterstowngfc,66,835.9,244,
Australasia,Hurling Western Australia,"Tom Bateman Reserve, Thornlie",Hurling,-32.055556,115.935925,Western Australia,Australia,Perth,Perth,"https://maps.google.com/?daddr=-32.055556,115.935925",,15,743.8379121,133,https://www.oneills.com/media/catalog/category/Western_Swans_GAA.png
Ireland,Ilen Rovers,"Rath, Baltimore",,51.498446,-9.353486,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.498446,-9.353486",https://twitter.com/ilenroversgaa,23,1474.2,273,https://www.oneills.com/media/catalog/category/ILEN-ROV-Icon-png.jpg
Ireland,Ilen Rovers,"PÃ¡irc na hAidhlean, Church Cross",,51.542486,-9.342046,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.542486,-9.342046",https://twitter.com/ilenroversgaa,18,1643.7,260,https://www.oneills.com/media/catalog/category/ILEN-ROV-Icon-png.jpg
Ireland,Inagh Kilnamona,Innagh,,52.877755,-9.181087,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.877755,-9.181087",https://twitter.com/inagh_kilnamona,55,1280.6,261,https://www.oneills.com/media/catalog/category/inaghkilnamonahc-27.png
Ireland,Inane Rovers,,,52.967308,-7.78725,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.967308,-7.78725",,107,1010.7,264,
USA,Indianopolis GAA,Frank & Judy O'Bannon Soccer Park,,39.7871985,-86.1411503,Heartland Division,United States,Indiana,Heartland Division,"https://maps.google.com/?daddr=39.7871985,-86.1411503",https://twitter.com/indygaa,221,1001.990358,182,
Ireland,Inis Bofin,Fawnmore,,53.615728,-10.218058,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.615728,-10.218058",,30,1437.6,279,https://www.oneills.com/media/catalog/category/Inishturk-GAA.png
Ireland,Inismaan,,,53.093431,-9.570902,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.093431,-9.570902",,6,1262.9,255,
Ireland,Inisturk,,,53.7024556,-10.1093009,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.7024556,-10.1093009",,82,1414.2,275,
Ireland,Inniscarra,,,51.926349,-8.672977,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.926349,-8.672977",https://twitter.com/scarragaa,104,1278.1,246,
Ireland,Innisfails GAA,,,53.411121,-6.185112,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.411121,-6.185112",https://twitter.com/innisfails,32,931.7,241,
Ireland,Inniskeen Grattans,PÃ¡irc Mhig Reachtain,,53.992989,-6.604538,Ulster,Ireland,Monaghan,Monaghan,"https://maps.google.com/?daddr=53.992989,-6.604538",https://twitter.com/inniskeengaa,54,930.5,255,
Australasia,Irish Australians,"St. Mary's Park, Adelaide",,-35.0076443,138.579166,South Australia,Australia,Adelaide,Adelaide,"https://maps.google.com/?daddr=-35.0076443,138.579166",,59,669.5343407,146,https://www.oneills.com/media/catalog/category/LONDONIRISHIconBanner2024.png
Ireland,Islandeady GAA,Islandeady,,53.826408,-9.404379,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.826408,-9.404379",https://twitter.com/islandeadygaa,33,1311.1,278,https://www.oneills.com/media/catalog/category/Islandeady-GAA-ICON.png
Ireland,Iveleary,,,51.843149,-9.12967,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.843149,-9.12967",,89,1489.6,251,
Asia,Jakarta Dragonflies,Gelora Bung Karno,,-6.2146913,106.8039145,Jakarta,Indonesia,Jakarta,Indonesia,"https://maps.google.com/?daddr=-6.21469135,106.80391",,12,2625.092033,322,
Ireland,James Stephens Hurling Club,James Stephens Park,Hurling,54.11122,-9.16223,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=54.11122,-9.16223",https://twitter.com/NaStiofanaigh,15,1268.4,293,https://www.oneills.com/media/catalog/category/stjamesgaa-03-03.png
Ireland,"James Stephens, Kilkenny",PÃ¡irc Sheamuis Stiophan,,52.642994,-7.24471,Leinster,Ireland,Kilkenny,Kilkenny,"https://maps.google.com/?daddr=52.642994,-7.24471",https://twitter.com/villagegaa,58,886.9,244,https://www.oneills.com/media/catalog/category/St-James-GAA-Wexford-Icon-png.png
Asia,Japan GAA,Yashio Kita Park,,35.6121919,139.7541383,Tokyo,Japan,Tokyo,Japan,"https://maps.google.com/?daddr=35.6121919,139.7541383",https://twitter.com/japangaa,3,1581.833791,192,
Great Britain,Jersey Irish,Grainville,,49.1998198,-2.0882212,Jersey,Channel Islands,Jersey,Channel Islands,"https://maps.google.com/?daddr=49.1998198,-2.0882212",https://twitter.com/jerseyirish_gaa,59,879.2087912,241,https://www.oneills.com/media/catalog/category/JERSEY-SHORE-ICON.png
Great Britain,Jersey Irish,Les Quennevais Sports Centre,,49.1942291,-2.2044466,Jersey,Channel Islands,Jersey,Channel Islands,"https://maps.google.com/?daddr=49.1942291,-2.2044466",https://twitter.com/jerseyirish_gaa,69,879.2087912,241,https://www.oneills.com/media/catalog/category/JERSEY-SHORE-ICON.png
Ireland,JK Brackens,PÃ¡irc ShÃ­leÃ¡in,,52.79883,-7.836861,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.79883,-7.836861",,116,882.9,252,https://www.oneills.com/media/catalog/category/jkbrackens-36.png
Ireland,"John Lockes GAA, Callan",John Locke Park,,52.540144,-7.387126,Leinster,Ireland,Kilkenny,Kilkenny,"https://maps.google.com/?daddr=52.540144,-7.387126",https://twitter.com/JohnLockesGAA,75,972.9,246,https://www.oneills.com/media/catalog/category/GlennJohnMartins-Banner.png
Ireland,"John Martin's GAA, Glenn",John Martin Park,,54.2411,-6.3355,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.2411,-6.3355",https://twitter.com/glenngaa,51,956.5206044,277,https://www.oneills.com/media/catalog/category/glennrvers.png
Ireland,"John Mitchel's GAA, Ballygalget",Mitchel Park,,54.413253,-5.499707,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.413253,-5.499707",,32,942.782967,270,https://www.oneills.com/media/catalog/category/st-johns-vol-thumbnail-png.png
Ireland,"John Mitchel's GAA, Belfast",Woodlands,,54.562768,-6.033005,Ulster,United Kingdom,Antrim,Antrim,"https://maps.google.com/?daddr=54.562768,-6.033005",,102,977.478022,278,https://www.oneills.com/media/catalog/category/East-Belfast-GAA-Icon-png.png
Ireland,"John Mitchel's GAA, Claudy",O'Neill Park,,54.908988,-7.14671,Ulster,United Kingdom,Derry,Derry,"https://maps.google.com/?daddr=54.908988,-7.14671",https://twitter.com/claudygac,77,1126.887363,291,https://www.oneills.com/media/catalog/category/johnmcbrideschicago-95.png
Ireland,"John Mitchel's GAA, Glenullin",PÃ¡irc SheÃ¡in UÃ­ MhaolÃ¡in,,54.954253,-6.735021,Ulster,United Kingdom,Derry,Derry,"https://maps.google.com/?daddr=54.954253,-6.735021",https://twitter.com/glenullingac,155,1145.839286,293,https://www.oneills.com/media/catalog/category/glenullin-new-Icon-png.png
Ireland,"John Mitchel's GAA, Newry",Gerry Brown Park,,54.153034,-6.324304,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.153034,-6.324304",https://twitter.com/newrymitchels,2,980.9876374,287,https://www.oneills.com/media/catalog/category/ThomasDavisNewry-Banner.png
Ireland,John Mitchels,,,53.879226,-6.52075,Leinster,Ireland,Louth,Louth,"https://maps.google.com/?daddr=53.879226,-6.52075",https://twitter.com/johnmitchelsgfc,22,832.1,244,https://www.oneills.com/media/catalog/category/johnmitchelsbrisbane.png
Ireland,John Mitchels,,,52.22066,-7.443994,Munster,Ireland,Waterford,Waterford,"https://maps.google.com/?daddr=52.22066,-7.443994",https://twitter.com/johnmitwfd,103,1492.3,250,https://www.oneills.com/media/catalog/category/johnmitchelsbrisbane.png
Ireland,John Mitchels,,,52.247736,-9.676128,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.247736,-9.676128",https://twitter.com/johnmitchelsga1,14,1354.5,277,https://www.oneills.com/media/catalog/category/johnmitchelsbrisbane.png
Australasia,John Mitchels,"Gaelic Park, Willawong",,-27.583878,152.99577,Queensland,Australia,Brisbane,Brisbane,"https://maps.google.com/?daddr=-27.583878,152.99577",,7,1555.561813,225,https://www.oneills.com/media/catalog/category/johnmitchelsbrisbane.png
Great Britain,John Mitchels,Greenbank Park,,53.448769,-2.180565,Lancashire,England,Manchester,Lancashire,"https://maps.google.com/?daddr=53.448769, -2.1805656",https://twitter.com/johnmitchelsgaa,64,1205.903846,278,https://www.oneills.com/media/catalog/category/johnmitchelsbrisbane.png
Great Britain,John Mitchels Hurling & Camogie Club,PÃ¡irc na hÃ‰ireann,Hurling,52.4335786,-1.729364,Warwickshire,England,Bickenhill,Warwickshire,"https://maps.google.com/?daddr=52.433578,-1.729364",,114,927.6414835,241,https://www.oneills.com/media/catalog/category/Wexford-Camogie-Banner.png
Ireland,Johnstownbridge,,,53.392898,-6.845747,Leinster,Ireland,Kildare,Kildare,"https://maps.google.com/?daddr=53.392898,-6.845747",https://twitter.com/jtbgaa,79,883.8,246,
Asia,Johor Bahru GFC,Marlborough College Malaysia,,1.44142906,103.6479997,Johor Bahru,Malaysia,Johor Bahru,Malaysia,"https://maps.google.com/?daddr=1.44142906,103.6479997",https://twitter.com/jbgaa,31,2958.40522,352,https://www.oneills.com/media/catalog/category/Raheen-GFC.png
Canada,JP Ryan's Hurling and Camogie Club,Andy Livingstone Field,Hurling,49.2785347,-123.1038322,British Colombia,Canada,Vancouver,Canada,"https://maps.google.com/?daddr=49.2785347,-123.1038322",,3,1783.774105,211,https://www.oneills.com/media/catalog/category/turloughmore-gaa_camogie.png
Australasia,Junior Gaelic Games Academy of WA,"Tom Bateman Reserve, Thornlie",,-32.055556,115.935925,Western Australia,Australia,Perth,Perth,"https://maps.google.com/?daddr=-32.055556,115.935925",,15,743.8379121,133,https://www.oneills.com/media/catalog/category/GAAWorldGames-Banner.png
USA,Kansas City GAC,Southwest High School,,39.009438,-94.5959919,Heartland Division,United States,MissouriÂ¬â€ ,Heartland Division,"https://maps.google.com/?daddr=39.009438,-94.5959919",,305,980.7741047,151,https://www.oneills.com/media/catalog/category/St-Brigids-GAC-Cloughmills-Banner-Icon.png
Ireland,Kanturk,,,52.181691,-8.900043,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=52.181691,-8.900043",https://twitter.com/kanturkgaa,94,1025.6,247,
Ireland,Keel,,,52.172486,-9.773946,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.172486,-9.773946",https://twitter.com/keelgaa,9,1351.7,279,https://www.oneills.com/media/catalog/category/PARKE-KEELO-THUMB-Icon-png.png
Europe,Keltoi Vigo,ETEA Field,,42.2549552,-8.6938547,Vigo,Spain,Vigo,Spain,"https://maps.google.com/?daddr=42.2549552,-8.6938547",,31,1780.277473,180,
Ireland,Kenagh,McGann Park,Football,53.623441,-7.819703,Leinster,Ireland,Longford,Longford,"https://maps.google.com/?daddr=53.623441,-7.819703",,59,932,266,https://www.oneills.com/media/catalog/category/kenagh1.png
Ireland,Kenmare Shamrocks,,,51.880603,-9.569415,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=51.880603,-9.569415",https://twitter.com/kenmaregaa,5,1893,278,https://www.oneills.com/media/catalog/category/melbourne-shamrocks.png
